route_id,aadt,year_recorded,slat,slon,elat,elon
74-E,6700,2023,-72.31415521,41.88631878,-72.31037429,41.88559174
74-E,8600,2023,-72.30705964,41.88149925,-72.30359505,41.88069671
74-E,7500,2023,-72.30359505,41.88069671,-72.30180375,41.88133884
74-E,7100,2023,-72.24408303,41.87371415,-72.23677086,41.87370402
75-N,6900,2023,-72.64377851,41.85277976,-72.64504386,41.85327691
94-E,3000,2023,-72.45219249,41.69176032,-72.43945433,41.69256423
95-N,62900,2023,-73.65949377,40.99436442,-73.65272649,41.0005792
95-N,65400,2023,-73.64769835,41.00672953,-73.6419701,41.01186649
95-N,134000,2023,-73.64769835,41.00672953,-73.6419701,41.01186649
95-N,59400,2023,-73.62832902,41.01932447,-73.62340478,41.0204088
95-N,128900,2023,-73.57773186,41.04100476,-73.57612496,41.04150258
95-N,125300,2023,-73.56312365,41.04486775,-73.55536802,41.04417382
78-E,11300,2023,-71.84528604,41.39467589,-71.84231578,41.39388042
95-N,62700,2023,-73.56312365,41.04486775,-73.55536802,41.04417382
95-N,66100,2023,-73.54907053,41.0453672,-73.54505229,41.0466008
95-N,139200,2023,-73.51559535,41.05631937,-73.51440311,41.05686161
95-N,139900,2023,-73.51247696,41.05828735,-73.51004821,41.06104282
95-N,143000,2023,-73.49261664,41.06782413,-73.48645,41.0698544
95-N,150100,2023,-73.48353157,41.07096409,-73.47928789,41.07150958
95-N,147200,2023,-73.47928789,41.07150958,-73.47909036,41.0715294
95-N,76900,2023,-73.46683848,41.07498111,-73.46639595,41.07527337
95-N,131800,2023,-73.45664607,41.08824157,-73.45593176,41.08867734
95-N,155000,2023,-73.43177021,41.10310391,-73.42803086,41.10477568
95-N,122300,2023,-73.41780582,41.10648916,-73.41622245,41.10641837
95-N,64400,2023,-73.37433864,41.1203774,-73.33567859,41.12277593
95-N,63300,2023,-73.32830117,41.12105819,-73.29737942,41.13082174
95-N,130600,2023,-73.25311366,41.14815747,-73.24873894,41.15019546
120023,850,2023,-72.418416,41.73212193,-72.41948317,41.73598189
150026,4200,2023,-73.1812227,41.17881226,-73.17706858,41.17837612
95-N,72600,2023,-73.24845776,41.15039895,-73.24563851,41.15360881
95-N,73100,2023,-73.22960297,41.16722738,-73.2279686,41.16778326
95-N,79300,2023,-73.20854071,41.16637816,-73.20833723,41.16639548
95-N,150300,2023,-73.20833723,41.16639548,-73.20158837,41.16750688
95-N,123400,2023,-73.19097047,41.17170993,-73.18875809,41.17338293
95-N,63200,2023,-73.16983716,41.17584287,-73.16950594,41.17575707
95-N,70300,2023,-73.16272789,41.17484546,-73.16189107,41.17480804
95-N,120100,2023,-73.14536117,41.18073343,-73.14466949,41.18121437
